Label,Timestamp,Nose_x,Nose_y,Nose_z,Left eye inner_x,Left eye inner_y,Left eye inner_z,Left eye_x,Left eye_y,Left eye_z,Left eye outer_x,Left eye outer_y,Left eye outer_z,Right eye inner_x,Right eye inner_y,Right eye inner_z,Right eye_x,Right eye_y,Right eye_z,Right eye outer_x,Right eye outer_y,Right eye outer_z,Left ear_x,Left ear_y,Left ear_z,Right ear_x,Right ear_y,Right ear_z,Mouth left_x,Mouth left_y,Mouth left_z,Mouth right_x,Mouth right_y,Mouth right_z,Left shoulder_x,Left shoulder_y,Left shoulder_z,Right shoulder_x,Right shoulder_y,Right shoulder_z,Left elbow_x,Left elbow_y,Left elbow_z,Right elbow_x,Right elbow_y,Right elbow_z,Left wrist_x,Left wrist_y,Left wrist_z,Right wrist_x,Right wrist_y,Right wrist_z,Left pinky_x,Left pinky_y,Left pinky_z,Right pinky_x,Right pinky_y,Right pinky_z,Left index_x,Left index_y,Left index_z,Right index_x,Right index_y,Right index_z,Left thumb_x,Left thumb_y,Left thumb_z,Right thumb_x,Right thumb_y,Right thumb_z,Left hip_x,Left hip_y,Left hip_z,Right hip_x,Right hip_y,Right hip_z,Left knee_x,Left knee_y,Left knee_z,Right knee_x,Right knee_y,Right knee_z,Left ankle_x,Left ankle_y,Left ankle_z,Right ankle_x,Right ankle_y,Right ankle_z,Left heel_x,Left heel_y,Left heel_z,Right heel_x,Right heel_y,Right heel_z,Left foot index_x,Left foot index_y,Left foot index_z,Right foot index_x,Right foot index_y,Right foot index_z
,10,0.7343974709510803,-0.019597500562667847,-1.4112281799316406,0.7733107805252075,-0.12996621429920197,-1.3396538496017456,0.8101809024810791,-0.12786683440208435,-1.3391473293304443,0.8447615504264832,-0.12239493429660797,-1.3401429653167725,0.6599950790405273,-0.12302400171756744,-1.3997663259506226,0.6041854023933411,-0.11625423282384872,-1.4000428915023804,0.5684422850608826,-0.10710779577493668,-1.4010072946548462,0.8744024634361267,-0.10134898126125336,-0.770509660243988,0.5144145488739014,-0.06390014290809631,-1.0355955362319946,0.8017510771751404,0.04575110971927643,-1.1697074174880981,0.6824297904968262,0.03753030300140381,-1.2449084520339966,1.1120837926864624,0.08839406073093414,-0.048424120992422104,0.3893945813179016,0.13529127836227417,-0.6729092001914978,1.1988515853881836,0.2892526090145111,1.0800293684005737,0.25109508633613586,0.5037382245063782,-0.5516604781150818,1.1137324571609497,0.2808960974216461,1.776941180229187,0.4770607352256775,0.7961612939834595,-0.4492301344871521,1.093100666999817,0.2891170382499695,1.93758225440979,0.498100221157074,0.8961846232414246,-0.5063343644142151,1.107014775276184,0.25480973720550537,1.9511686563491821,0.5818237662315369,0.8781574368476868,-0.5810533761978149,1.087186336517334,0.25962576270103455,1.8036073446273804,0.6103521585464478,0.8410157561302185,-0.47752752900123596,0.9973256587982178,0.529884397983551,0.07630445063114166,0.5800058841705322,0.5307832956314087,-0.07670553773641586,1.440817952156067,0.47547534108161926,-1.4589643478393555,0.1639162302017212,0.33788755536079407,-2.1104984283447266,0.8032801747322083,0.7994498610496521,-0.5829246044158936,0.5026889443397522,0.913474977016449,-1.4788591861724854,0.6962717771530151,0.8133566379547119,-0.48074856400489807,0.5674145817756653,0.9718658924102783,-1.40597665309906,0.6217536926269531,0.9669017791748047,-0.810580313205719,0.4991494119167328,1.1157749891281128,-1.9141830205917358
,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27,0.505657970905304,0.6808294653892517,-0.8323243856430054,0.4866825342178345,0.7043797969818115,-0.8521155118942261,0.47304439544677734,0.7044193744659424,-0.8521915674209595,0.45944178104400635,0.7043936848640442,-0.8530146479606628,0.5197805166244507,0.7043725252151489,-0.8512014150619507,0.5326583385467529,0.7047606706619263,-0.8509433269500732,0.5454682111740112,0.7052159905433655,-0.8514344692230225,0.44191205501556396,0.6939440965652466,-0.7512271404266357,0.5548058748245239,0.693909764289856,-0.7355917096138,0.47938454151153564,0.6595138907432556,-0.7683913111686707,0.526879608631134,0.6599515676498413,-0.7640840411186218,0.3377147316932678,0.5909079313278198,-0.5845575332641602,0.6172612309455872,0.6016528606414795,-0.49818912148475647,0.37393802404403687,0.4687112271785736,-0.5536344051361084,0.6717966198921204,0.4598662555217743,-0.13270720839500427,0.40828725695610046,0.5259292125701904,-0.7173478007316589,0.6106924414634705,0.45654910802841187,0.22882728278636932,0.4137180745601654,0.5330793261528015,-0.7633737325668335,0.5933431386947632,0.4440816342830658,0.27631890773773193,0.4098953306674957,0.5544551610946655,-0.7459023594856262,0.598616898059845,0.4626947045326233,0.2637891471385956,0.4175916016101837,0.5534389019012451,-0.7131735682487488,0.5955823063850403,0.4656372666358948,0.2343573123216629,0.4169315993785858,0.3278788924217224,-0.04415545612573624,0.5810349583625793,0.3763107359409332,0.04471264407038689,0.3984884023666382,0.10388496518135071,-0.2926415801048279,0.6242270469665527,0.29921647906303406,0.05950060114264488,0.4982697069644928,0.14519505202770233,0.3323819041252136,0.5408335328102112,0.3884982466697693,0.4498327970504761,0.5219786167144775,0.16676217317581177,0.40898895263671875,0.5296372175216675,0.3965347409248352,0.5199044346809387,0.5367836952209473,0.10801777243614197,0.4630834758281708,0.5579957365989685,0.40720149874687195,0.607300341129303
,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,31,0.6174656748771667,0.3552559018135071,-1.0707615613937378,0.5573328733444214,0.3794602155685425,-1.061980128288269,0.5364641547203064,0.37638843059539795,-1.0624608993530273,0.5158436894416809,0.37323981523513794,-1.0629438161849976,0.6114460229873657,0.3916117548942566,-1.0743358135223389,0.6285748481750488,0.3967652916908264,-1.0744411945343018,0.6454821825027466,0.4017479717731476,-1.0747685432434082,0.4782344698905945,0.37146860361099243,-0.8498414754867554,0.656019389629364,0.4117615818977356,-0.8880585432052612,0.5951510071754456,0.3336203396320343,-0.9738326668739319,0.6572968363761902,0.3465198874473572,-0.9843244552612305,0.4234650135040283,0.2522457242012024,-0.6044312715530396,0.7913718819618225,0.40435463190078735,-0.6723756194114685,0.4095035791397095,0.06999523192644119,-0.5751299858093262,0.9451946020126343,0.3767537474632263,-0.46735918521881104,0.34812039136886597,-0.10602982342243195,-0.7814283967018127,0.8302432298660278,0.420124351978302,-0.2848842740058899,0.27396732568740845,-0.1444723755121231,-0.802408754825592,0.7706598043441772,0.44754695892333984,-0.27089783549308777,0.2879795432090759,-0.14211739599704742,-0.8588064908981323,0.7755863666534424,0.4612242877483368,-0.2426755279302597,0.3367456793785095,-0.12118716537952423,-0.8155530095100403,0.7819287776947021,0.440592885017395,-0.2708924412727356,0.781726598739624,0.12334723025560379,0.0023486430291086435,0.9511302709579468,0.189850315451622,-0.001953622791916132,0.8020146489143372,0.11186341196298599,0.69974684715271,0.8894323110580444,0.18067792057991028,0.6537107229232788,0.7925595045089722,0.12855324149131775,1.4683812856674194,0.8806862831115723,0.1729569137096405,1.380932092666626,0.7744047045707703,0.14315274357795715,1.5464975833892822,0.862484335899353,0.17879825830459595,1.4539575576782227,0.8553329706192017,0.0851159617304802,1.475990891456604,0.9350032806396484,0.12985172867774963,1.3792003393173218
,32,0.6123714447021484,0.4080052971839905,-1.011767864227295,0.562440812587738,0.4257952570915222,-1.0441653728485107,0.548430860042572,0.42449313402175903,-1.0444635152816772,0.5357341170310974,0.42311471700668335,-1.0450102090835571,0.6047616600990295,0.43147093057632446,-1.0363162755966187,0.614478349685669,0.4341565668582916,-1.036448359489441,0.6231361627578735,0.43677955865859985,-1.0369880199432373,0.5138853788375854,0.4203365445137024,-0.9453654885292053,0.6289148926734924,0.4380936622619629,-0.9062928557395935,0.5951411724090576,0.3907402753829956,-0.9580678343772888,0.6388152241706848,0.39772891998291016,-0.9478738903999329,0.4874958097934723,0.3550373911857605,-0.8043074607849121,0.6934604048728943,0.40438082814216614,-0.6837500333786011,0.49238184094429016,0.38740190863609314,-0.8987922072410583,0.7401186227798462,0.35246992111206055,-0.5062867403030396,0.47822216153144836,0.5180191397666931,-0.9540386199951172,0.7949488759040833,0.37407174706459045,-0.4415494203567505,0.47074082493782043,0.5585330724716187,-1.0476717948913574,0.7788347601890564,0.3875707685947418,-0.4820300042629242,0.44619718194007874,0.5709078907966614,-1.011134386062622,0.7789023518562317,0.3975103199481964,-0.5113148093223572,0.4534881114959717,0.5563692450523376,-0.9506608843803406,0.7807518243789673,0.38801148533821106,-0.4629708528518677,0.7773445248603821,0.18797169625759125,-0.03132769465446472,0.8872491121292114,0.23369908332824707,0.03117826208472252,0.8031893968582153,0.1772415041923523,0.6609386205673218,0.8203920125961304,0.24631506204605103,0.6845816969871521,0.7908766865730286,0.2002585232257843,1.378448486328125,0.8426182866096497,0.25271865725517273,1.388053059577942,0.7717334032058716,0.20605333149433136,1.4500837326049805,0.8266057968139648,0.2519300580024719,1.4550107717514038,0.8449663519859314,0.18110685050487518,1.3369121551513672,0.9340774416923523,0.2539224326610565,1.3165040016174316
,33,0.6154788136482239,0.30408984422683716,-1.4987990856170654,0.576503336429596,0.313483327627182,-1.5359364748001099,0.5645550489425659,0.3113589286804199,-1.5358895063400269,0.5532260537147522,0.30911439657211304,-1.5365437269210815,0.6099442839622498,0.3236246407032013,-1.535873293876648,0.6173325777053833,0.3285526633262634,-1.5362097024917603,0.6236244440078735,0.3333664536476135,-1.5365676879882812,0.5278338193893433,0.3173406422138214,-1.4058010578155518,0.6295613646507263,0.3524794280529022,-1.4092772006988525,0.6019529104232788,0.2982868254184723,-1.4235252141952515,0.640217661857605,0.31064069271087646,-1.4256720542907715,0.48190662264823914,0.3320632874965668,-1.2090511322021484,0.7204570174217224,0.37917521595954895,-1.093418002128601,0.44843319058418274,0.33414480090141296,-1.1290308237075806,0.8005818724632263,0.4329170286655426,-1.0022228956222534,0.3274269104003906,0.4218458831310272,-1.0720831155776978,0.8401236534118652,0.5613825917243958,-1.084330677986145,0.2968328595161438,0.448028028011322,-1.1515753269195557,0.8536523580551147,0.6093772053718567,-1.1523730754852295,0.2879537045955658,0.4586733877658844,-1.15122389793396,0.8578612804412842,0.6129187941551208,-1.2035436630249023,0.3024633526802063,0.45406609773635864,-1.080955982208252,0.8459442853927612,0.5908197164535522,-1.1234796047210693,0.7556568384170532,0.1744200587272644,-0.03162326663732529,0.8812808394432068,0.22730275988578796,0.031285885721445084,0.7867853045463562,0.15781958401203156,0.862324595451355,0.8213240504264832,0.22654889523983002,0.90791255235672,0.7930769324302673,0.16655106842517853,1.8183296918869019,0.8482959270477295,0.20795173943042755,1.849292516708374,0.7755411267280579,0.16745874285697937,1.9120965003967285,0.8291439414024353,0.2082958072423935,1.9393048286437988,0.8639296293258667,0.1750195324420929,1.7222046852111816,0.9340967535972595,0.17857974767684937,1.7361934185028076
,34,0.6020902991294861,0.29395565390586853,-1.117343783378601,0.5761727690696716,0.303120493888855,-1.1709954738616943,0.5652191638946533,0.29822680354118347,-1.1705297231674194,0.5498993396759033,0.2930156886577606,-1.1715291738510132,0.5870233178138733,0.3169851005077362,-1.1674290895462036,0.593981146812439,0.32339853048324585,-1.1672616004943848,0.6008210182189941,0.32967931032180786,-1.167433261871338,0.5206335186958313,0.29434919357299805,-1.031919240951538,0.6094176769256592,0.3466686010360718,-1.0296818017959595,0.5974428057670593,0.28434044122695923,-1.0191400051116943,0.6286506056785583,0.30288103222846985,-1.021652102470398,0.4965994954109192,0.2655964195728302,-0.8164580464363098,0.7151597142219543,0.3673456311225891,-0.5586709380149841,0.5025082230567932,0.18344449996948242,-0.8921716809272766,0.8177205920219421,0.3826395571231842,-0.33670032024383545,0.4964391589164734,0.2292979657649994,-1.199533224105835,0.8103981614112854,0.475406676530838,-0.1547776758670807,0.46208101511001587,0.22067473828792572,-1.2741435766220093,0.8296884298324585,0.4789701998233795,-0.13368085026741028,0.43537330627441406,0.2389030009508133,-1.2606415748596191,0.8390892148017883,0.4956846535205841,-0.1576872020959854,0.4484821856021881,0.239480659365654,-1.1983451843261719,0.8283959031105042,0.4935590922832489,-0.16559571027755737,0.7478275299072266,0.14652036130428314,-0.022653577849268913,0.8792127370834351,0.2004685401916504,0.02306775376200676,0.918635368347168,0.013393334113061428,0.5646698474884033,1.0359936952590942,0.06287793815135956,0.6265848278999329,1.0864293575286865,-0.10841796547174454,1.450947880744934,1.2243345975875854,-0.08752839267253876,1.3808419704437256,1.1106574535369873,-0.11938309669494629,1.545955777168274,1.2331210374832153,-0.11112186312675476,1.4515502452850342,1.163780689239502,-0.16111646592617035,1.2925735712051392,1.3203328847885132,-0.1354726254940033,1.129585862159729
,35,0.5952663421630859,0.30539071559906006,-1.3620507717132568,0.5697017312049866,0.31736162304878235,-1.3932551145553589,0.5610962510108948,0.3139845132827759,-1.3931870460510254,0.5466458201408386,0.31037959456443787,-1.3939101696014404,0.5872344374656677,0.3291941285133362,-1.420756459236145,0.5963202118873596,0.3350042402744293,-1.4209387302398682,0.6054945588111877,0.3407694101333618,-1.4213577508926392,0.5210466384887695,0.3157365620136261,-1.2363300323486328,0.614102840423584,0.3595413565635681,-1.3654332160949707,0.5934430360794067,0.2954854667186737,-1.2669733762741089,0.6255868077278137,0.31129395961761475,-1.3051599264144897,0.48957762122154236,0.26626646518707275,-1.0082106590270996,0.7288368344306946,0.37396958470344543,-0.9851336479187012,0.5173296332359314,0.18027599155902863,-1.1560841798782349,0.8835267424583435,0.33932870626449585,-0.8992007970809937,0.5059918761253357,0.2113991528749466,-1.5012316703796387,1.0021781921386719,0.3432273864746094,-0.9393576383590698,0.525855541229248,0.2433306723833084,-1.5851141214370728,1.045983076095581,0.3415355384349823,-0.9531660079956055,0.5204334855079651,0.25941896438598633,-1.5553406476974487,1.0451478958129883,0.3446313440799713,-1.0162631273269653,0.5214380025863647,0.26148346066474915,-1.493025541305542,1.0174064636230469,0.3383408784866333,-0.9681341052055359,0.7427896857261658,0.15236780047416687,-0.007207988295704126,0.8747718930244446,0.223967507481575,0.00800103135406971,0.8926628232002258,0.059275444597005844,0.015586080960929394,0.9767948985099792,0.1399681717157364,0.010309270583093166,1.0488979816436768,-0.022650649771094322,1.065858006477356,1.145453691482544,0.035810090601444244,0.7753390073776245,1.0188913345336914,-0.0028249609749764204,1.1717787981033325,1.1429157257080078,0.04087710753083229,0.8587570786476135,1.0865402221679688,-0.054263584315776825,1.1354190111160278,1.1555355787277222,-0.09376876801252365,0.758881151676178
,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,37,0.38016149401664734,0.6221445202827454,0.3224785029888153,0.3756965696811676,0.618547260761261,0.2916247844696045,0.37327712774276733,0.6187008619308472,0.2916768789291382,0.3705107569694519,0.6188839673995972,0.2916244864463806,0.381733238697052,0.6179720759391785,0.2913592755794525,0.38365256786346436,0.6177427172660828,0.29139038920402527,0.38579538464546204,0.6175061464309692,0.2913680970668793,0.36656761169433594,0.6211601495742798,0.17023463547229767,0.3892741799354553,0.6200525164604187,0.16992232203483582,0.37699106335639954,0.6274372935295105,0.28511494398117065,0.38326016068458557,0.626745343208313,0.2845250368118286,0.33364740014076233,0.6483924388885498,0.11187361925840378,0.4240635633468628,0.646643877029419,0.0914229303598404,0.29720181226730347,0.6931539177894592,0.2750272750854492,0.4570831060409546,0.6814226508140564,0.19152872264385223,0.33857202529907227,0.6865988969802856,0.5380314588546753,0.4520314633846283,0.68257737159729,0.395728200674057,0.34014439582824707,0.6836425065994263,0.5751455426216125,0.454154908657074,0.6824842691421509,0.4300120770931244,0.35427287220954895,0.6808883547782898,0.5707940459251404,0.4465898275375366,0.6805555820465088,0.4281262755393982,0.3542432487010956,0.6815541982650757,0.5436015725135803,0.44481346011161804,0.6803873181343079,0.4023110270500183,0.3721538186073303,0.7291986346244812,0.008910177275538445,0.4237223267555237,0.7262290716171265,-0.009006542153656483,0.3724602460861206,0.7896854281425476,0.016158588230609894,0.43029215931892395,0.7861880660057068,0.033984944224357605,0.38613155484199524,0.8544743061065674,-0.08421871811151505,0.42040809988975525,0.8510304093360901,-0.07604777812957764,0.3908636271953583,0.8644068837165833,-0.09347877651453018,0.421364963054657,0.8609408736228943,-0.08304587751626968,0.367236465215683,0.8687143325805664,-0.11197268962860107,0.44177818298339844,0.8691851496696472,-0.09559573978185654
