Label,Timestamp,Nose_x,Nose_y,Nose_z,Left eye inner_x,Left eye inner_y,Left eye inner_z,Left eye_x,Left eye_y,Left eye_z,Left eye outer_x,Left eye outer_y,Left eye outer_z,Right eye inner_x,Right eye inner_y,Right eye inner_z,Right eye_x,Right eye_y,Right eye_z,Right eye outer_x,Right eye outer_y,Right eye outer_z,Left ear_x,Left ear_y,Left ear_z,Right ear_x,Right ear_y,Right ear_z,Mouth left_x,Mouth left_y,Mouth left_z,Mouth right_x,Mouth right_y,Mouth right_z,Left shoulder_x,Left shoulder_y,Left shoulder_z,Right shoulder_x,Right shoulder_y,Right shoulder_z,Left elbow_x,Left elbow_y,Left elbow_z,Right elbow_x,Right elbow_y,Right elbow_z,Left wrist_x,Left wrist_y,Left wrist_z,Right wrist_x,Right wrist_y,Right wrist_z,Left pinky_x,Left pinky_y,Left pinky_z,Right pinky_x,Right pinky_y,Right pinky_z,Left index_x,Left index_y,Left index_z,Right index_x,Right index_y,Right index_z,Left thumb_x,Left thumb_y,Left thumb_z,Right thumb_x,Right thumb_y,Right thumb_z,Left hip_x,Left hip_y,Left hip_z,Right hip_x,Right hip_y,Right hip_z,Left knee_x,Left knee_y,Left knee_z,Right knee_x,Right knee_y,Right knee_z,Left ankle_x,Left ankle_y,Left ankle_z,Right ankle_x,Right ankle_y,Right ankle_z,Left heel_x,Left heel_y,Left heel_z,Right heel_x,Right heel_y,Right heel_z,Left foot index_x,Left foot index_y,Left foot index_z,Right foot index_x,Right foot index_y,Right foot index_z
,0,0.5418769121170044,0.2684388756752014,0.2587206959724426,0.5285463333129883,0.2585582733154297,0.23373588919639587,0.522541344165802,0.25831007957458496,0.23372258245944977,0.516506552696228,0.25808918476104736,0.2337011843919754,0.54160475730896,0.2592063546180725,0.19439928233623505,0.5446412563323975,0.25941002368927,0.19432474672794342,0.5477313995361328,0.25963008403778076,0.19400708377361298,0.4932863116264343,0.26294171810150146,0.16845597326755524,0.5396219491958618,0.26583707332611084,-0.01205400750041008,0.529965877532959,0.27856290340423584,0.24782975018024445,0.543556809425354,0.27907222509384155,0.19493557512760162,0.42599329352378845,0.3173535168170929,0.23519626259803772,0.5523169040679932,0.3206396698951721,-0.19311200082302094,0.4079354405403137,0.34430810809135437,0.36579516530036926,0.5556873679161072,0.3731878399848938,-0.4305011034011841,0.45091837644577026,0.30807802081108093,0.5161789059638977,0.5752758383750916,0.36758953332901,-0.623550295829773,0.4474369287490845,0.31091663241386414,0.5467398166656494,0.5794715881347656,0.3719164729118347,-0.66126549243927,0.46161749958992004,0.29772767424583435,0.5391615033149719,0.5742802619934082,0.3618735671043396,-0.6450783014297485,0.46173202991485596,0.30024510622024536,0.5173589587211609,0.5684536695480347,0.3610624074935913,-0.618046760559082,0.44915884733200073,0.4844313859939575,0.177276149392128,0.5200143456459045,0.48433172702789307,-0.1774677038192749,0.4769384264945984,0.5849228501319885,0.38322022557258606,0.5315549373626709,0.6141447424888611,-0.2510741353034973,0.4466750919818878,0.6863664388656616,0.574164867401123,0.5004312992095947,0.752088189125061,-0.355736643075943,0.428119033575058,0.7003462910652161,0.5861481428146362,0.4734150469303131,0.7783920764923096,-0.3716544508934021,0.4713144600391388,0.7023834586143494,0.5474241971969604,0.5850019454956055,0.7739134430885315,-0.4960428774356842
,1,0.5142341256141663,0.30876490473747253,0.2444833517074585,0.5033252835273743,0.3015523850917816,0.24023564159870148,0.5000434517860413,0.30187320709228516,0.2401992827653885,0.4966965913772583,0.3022768795490265,0.24013109505176544,0.5067232251167297,0.30026113986968994,0.19895891845226288,0.5056335926055908,0.29965701699256897,0.19893524050712585,0.5046730041503906,0.29906031489372253,0.19869007170200348,0.4746374487876892,0.30520549416542053,0.27431127429008484,0.4879920780658722,0.30172061920166016,0.0816788524389267,0.5049870014190674,0.3177291750907898,0.25255149602890015,0.5081576704978943,0.31617170572280884,0.1970118135213852,0.4183470904827118,0.3484531342983246,0.3318106532096863,0.48541536927223206,0.3269272446632385,-0.027553249150514603,0.4267047643661499,0.3468290865421295,0.5000646710395813,0.5022828578948975,0.3244524896144867,-0.07830818742513657,0.464247465133667,0.307717502117157,0.6360546350479126,0.48810526728630066,0.2909628450870514,0.01793726347386837,0.4537260830402374,0.2896469533443451,0.6622527241706848,0.4828643202781677,0.2812137305736542,0.025633692741394043,0.461696982383728,0.288700133562088,0.6642212867736816,0.47350868582725525,0.28324827551841736,0.01761271245777607,0.46543851494789124,0.29502907395362854,0.6399655938148499,0.47262558341026306,0.28915339708328247,0.02150787226855755,0.4497462809085846,0.48131540417671204,0.15607036650180817,0.5041624903678894,0.48424628376960754,-0.15646691620349884,0.4788520634174347,0.5857328772544861,0.3026600778102875,0.5300288796424866,0.6144870519638062,-0.29669907689094543,0.44446656107902527,0.6864273548126221,0.38452520966529846,0.4990566670894623,0.7532577514648438,-0.5349565744400024,0.4193752706050873,0.7003636956214905,0.38813695311546326,0.47165998816490173,0.7806968688964844,-0.5624671578407288,0.4877922236919403,0.7032074332237244,0.38331547379493713,0.5866617560386658,0.7742294073104858,-0.6626055240631104
,2,0.5372266173362732,0.2623298168182373,0.15541794896125793,0.5249887108802795,0.2526111304759979,0.12478198111057281,0.5203477740287781,0.25277405977249146,0.1246761605143547,0.5156160593032837,0.2529827654361725,0.12462040781974792,0.533581554889679,0.2525825798511505,0.08964237570762634,0.5346812009811401,0.25274622440338135,0.08959721773862839,0.5359673500061035,0.25290659070014954,0.08938708156347275,0.4932841658592224,0.25934287905693054,0.05345715954899788,0.5247818827629089,0.2597227692604065,-0.10877902060747147,0.5272666811943054,0.27417704463005066,0.1433599293231964,0.5358592867851257,0.27353110909461975,0.09570702910423279,0.4195935130119324,0.3104187548160553,0.13886848092079163,0.5355867147445679,0.3103061616420746,-0.23011136054992676,0.42529964447021484,0.34477558732032776,0.3615901470184326,0.546065092086792,0.34302669763565063,-0.4640130400657654,0.46058186888694763,0.3094981610774994,0.6025848984718323,0.4984700083732605,0.31501874327659607,-0.7020717859268188,0.4471798241138458,0.29125547409057617,0.6224521994590759,0.5116985440254211,0.3105838894844055,-0.7588532567024231,0.45834654569625854,0.29294493794441223,0.6328968405723572,0.5147595405578613,0.30220890045166016,-0.7549434900283813,0.46534454822540283,0.2977806329727173,0.6125361323356628,0.5096027255058289,0.3052622973918915,-0.7059310078620911,0.4525698125362396,0.47316858172416687,0.1599024385213852,0.5052466988563538,0.4827612638473511,-0.16028741002082825,0.47746944427490234,0.5824859738349915,0.3514385223388672,0.5300495624542236,0.6138506531715393,-0.1763821244239807,0.4438900649547577,0.6854754090309143,0.560179591178894,0.4990292489528656,0.7521381378173828,-0.2024160772562027,0.41728630661964417,0.6997984051704407,0.575005292892456,0.47169145941734314,0.7762138843536377,-0.20905987918376923,0.48616501688957214,0.6923953294754028,0.5462855100631714,0.5832756757736206,0.7701548933982849,-0.3241367042064667
,3,0.5918349623680115,0.2470281422138214,-0.05457259342074394,0.5834147930145264,0.23590193688869476,-0.06375005096197128,0.580539345741272,0.23584184050559998,-0.0638047531247139,0.5775615572929382,0.23581363260746002,-0.06380447745323181,0.5851335525512695,0.23627956211566925,-0.10429077595472336,0.5831494927406311,0.2364141345024109,-0.10430671274662018,0.5813322067260742,0.23655037581920624,-0.10432499647140503,0.5502560138702393,0.24067451059818268,-0.04023970291018486,0.5586006045341492,0.2424316555261612,-0.22940191626548767,0.5800892114639282,0.25906336307525635,-0.032606091350317,0.5800132155418396,0.25867435336112976,-0.08807191252708435,0.44344502687454224,0.2904624044895172,0.059895530343055725,0.5499584078788757,0.30275285243988037,-0.31500545144081116,0.43158045411109924,0.32459744811058044,0.33627158403396606,0.5658804774284363,0.3495849370956421,-0.5450907349586487,0.47109007835388184,0.302611768245697,0.6077395677566528,0.5583809018135071,0.3224521577358246,-0.7090457081794739,0.4645266830921173,0.29280465841293335,0.6492587327957153,0.5653061270713806,0.3180639147758484,-0.7548466920852661,0.4724765717983246,0.29098543524742126,0.6292000412940979,0.5568183660507202,0.3083743155002594,-0.745988130569458,0.4803687632083893,0.2954077124595642,0.6097683906555176,0.5530237555503845,0.3119787573814392,-0.7069706320762634,0.4606475532054901,0.4718911945819855,0.16178414225578308,0.5056899189949036,0.4827704131603241,-0.16204506158828735,0.47932150959968567,0.5825397372245789,0.4286697804927826,0.5328646302223206,0.6150797009468079,-0.15145274996757507,0.44393548369407654,0.685468316078186,0.6739410161972046,0.4988188147544861,0.7524512410163879,-0.16427528858184814,0.4162214398384094,0.6998088955879211,0.6926355361938477,0.4708913266658783,0.7762324810028076,-0.16866663098335266,0.4945637583732605,0.6925772428512573,0.674692690372467,0.5836410522460938,0.7702271938323975,-0.26622021198272705
,4,0.5784708261489868,0.2442794293165207,0.09325551986694336,0.5682730674743652,0.2333834171295166,0.08322744816541672,0.5644523501396179,0.2333926111459732,0.0832023099064827,0.5605852007865906,0.23343484103679657,0.08318551629781723,0.5734605193138123,0.23352475464344025,0.042710572481155396,0.573201596736908,0.23358777165412903,0.04266204684972763,0.5731140971183777,0.23365655541419983,0.04247372969985008,0.535170316696167,0.23894020915031433,0.03898875415325165,0.5561096668243408,0.23997892439365387,-0.13614915311336517,0.5669952034950256,0.2561158537864685,0.10382819920778275,0.5711199641227722,0.2556377947330475,0.049282852560281754,0.44009363651275635,0.29189762473106384,0.1279190331697464,0.5581803321838379,0.2967923879623413,-0.26837679743766785,0.4361259639263153,0.3261476457118988,0.3256276845932007,0.5804092288017273,0.34618064761161804,-0.5361975431442261,0.48311111330986023,0.2984601855278015,0.5206571221351624,0.5741752982139587,0.3153837323188782,-0.5778863430023193,0.48001816868782043,0.2881232798099518,0.5523495674133301,0.5761255621910095,0.3113330602645874,-0.6152675747871399,0.49517789483070374,0.2821568548679352,0.533793568611145,0.5648847818374634,0.30153748393058777,-0.6120346784591675,0.5015954375267029,0.2870643734931946,0.5199112296104431,0.5605095624923706,0.30478551983833313,-0.5782253742218018,0.4604058563709259,0.4722144901752472,0.16532044112682343,0.507627546787262,0.48183709383010864,-0.1653883457183838,0.4843074679374695,0.5833438038825989,0.43841633200645447,0.5325628519058228,0.6177092790603638,-0.17924506962299347,0.44400209188461304,0.6858335733413696,0.6752669811248779,0.49739351868629456,0.7569940090179443,-0.23472878336906433,0.41696226596832275,0.6997436285018921,0.6926754713058472,0.4709061086177826,0.7798097133636475,-0.24598221480846405,0.4996364414691925,0.692844569683075,0.6696984171867371,0.5836653709411621,0.770488440990448,-0.36621394753456116
,5,0.5729838013648987,0.23222969472408295,-0.09788955748081207,0.5639665722846985,0.21971313655376434,-0.10943688452243805,0.5613049268722534,0.21993158757686615,-0.1095178946852684,0.5587462782859802,0.22017335891723633,-0.10950068384408951,0.5679159760475159,0.2191780060529709,-0.14695940911769867,0.5683245062828064,0.2189638614654541,-0.1469505876302719,0.5703442692756653,0.2187550812959671,-0.14702607691287994,0.5350348353385925,0.2255774289369583,-0.085642971098423,0.550347089767456,0.22440095245838165,-0.2610822021961212,0.5632278323173523,0.24555034935474396,-0.07430257648229599,0.5664730668067932,0.24436119198799133,-0.12553435564041138,0.44168758392333984,0.28060147166252136,0.0446648932993412,0.5564932823181152,0.2892846167087555,-0.3399471938610077,0.4585860073566437,0.32773357629776,0.26228442788124084,0.5978071689605713,0.34954574704170227,-0.49003681540489197,0.5135777592658997,0.29901841282844543,0.4605823755264282,0.5951610207557678,0.3238736391067505,-0.4600113034248352,0.5142230987548828,0.29189425706863403,0.4933302700519562,0.5964029431343079,0.3224751353263855,-0.4884704649448395,0.5254966020584106,0.2841688096523285,0.4732804298400879,0.5829720497131348,0.314081072807312,-0.4922983944416046,0.5297518968582153,0.2882828712463379,0.459529310464859,0.5784633755683899,0.31538236141204834,-0.46076127886772156,0.4647689461708069,0.4714294672012329,0.16592594981193542,0.5078999400138855,0.481597900390625,-0.16600298881530762,0.48534032702445984,0.5836198329925537,0.5017144680023193,0.5326845645904541,0.6185421347618103,-0.15122754871845245,0.4437618851661682,0.6865156292915344,0.8001880645751953,0.49724724888801575,0.756997287273407,-0.15264254808425903,0.417547345161438,0.6997460722923279,0.8239212036132812,0.4709227383136749,0.7801593542098999,-0.15926538407802582,0.5156883597373962,0.6938408017158508,0.8077713847160339,0.5861759781837463,0.7735697031021118,-0.2763651907444
,6,0.5830586552619934,0.24054469168186188,-0.18270166218280792,0.5796125531196594,0.22873657941818237,-0.17661109566688538,0.579967737197876,0.2288018763065338,-0.17668452858924866,0.5803191661834717,0.22889861464500427,-0.17669552564620972,0.5748478174209595,0.22848394513130188,-0.21902072429656982,0.5714424848556519,0.2283075451850891,-0.2190256118774414,0.5695492029190063,0.22813017666339874,-0.21910271048545837,0.5565319061279297,0.2332552969455719,-0.07964622974395752,0.5499733686447144,0.23289281129837036,-0.2769184112548828,0.5749129056930542,0.2527715861797333,-0.1329580843448639,0.5677753686904907,0.2520962953567505,-0.190827414393425,0.4619309902191162,0.2822282016277313,0.09323868155479431,0.5399112105369568,0.29309460520744324,-0.34665632247924805,0.49527809023857117,0.32638517022132874,0.29509592056274414,0.5689855813980103,0.3520943522453308,-0.5847457051277161,0.5332752466201782,0.2999708950519562,0.4841788411140442,0.5917472839355469,0.33581939339637756,-0.7562875747680664,0.5303472876548767,0.2934281527996063,0.5174954533576965,0.5930939316749573,0.3371502161026001,-0.8111234903335571,0.5387530326843262,0.28734442591667175,0.4997590184211731,0.5833251476287842,0.324822336435318,-0.8005077838897705,0.5432614684104919,0.29122257232666016,0.48343002796173096,0.5781487822532654,0.32615795731544495,-0.7547964453697205,0.471362829208374,0.4723258912563324,0.17755535244941711,0.5087357759475708,0.4815734028816223,-0.17766733467578888,0.4870399832725525,0.583914041519165,0.5312475562095642,0.5335813760757446,0.619964063167572,-0.17349007725715637,0.4436357021331787,0.686741054058075,0.8514683842658997,0.4969971179962158,0.7585824728012085,-0.1894463151693344,0.4178486764431,0.6998098492622375,0.8760616779327393,0.4709482192993164,0.7813680171966553,-0.1964743584394455,0.5227470397949219,0.6956348419189453,0.8411467671394348,0.5922227501869202,0.7757781744003296,-0.33430197834968567
,7,0.5801446437835693,0.25446996092796326,-0.11630474776029587,0.5767823457717896,0.2418556660413742,-0.10755150765180588,0.5766658186912537,0.24195583164691925,-0.10766177624464035,0.5764634013175964,0.24210551381111145,-0.10765857249498367,0.5728080868721008,0.24079853296279907,-0.15416860580444336,0.569359302520752,0.2400326132774353,-0.15415287017822266,0.5674878358840942,0.23925764858722687,-0.15420052409172058,0.5520553588867188,0.2422267496585846,-0.016645459458231926,0.5452319383621216,0.23845164477825165,-0.22959977388381958,0.5703532695770264,0.2663537561893463,-0.06846977025270462,0.5656132698059082,0.2644737660884857,-0.13208676874637604,0.46195390820503235,0.2871226966381073,0.1249924972653389,0.5175074934959412,0.2957821190357208,-0.3148030638694763,0.49466225504875183,0.31752052903175354,0.36285778880119324,0.5512856841087341,0.3501105308532715,-0.5516548752784729,0.539244532585144,0.30009663105010986,0.48518988490104675,0.5796163082122803,0.33284422755241394,-0.6765478253364563,0.5382369160652161,0.29597559571266174,0.5241614580154419,0.5810375809669495,0.33102545142173767,-0.7206132411956787,0.5419464707374573,0.29292917251586914,0.5065225958824158,0.5721865892410278,0.3224041163921356,-0.7099595069885254,0.5459122657775879,0.2959466576576233,0.4934839904308319,0.5693838596343994,0.3247842490673065,-0.6734632849693298,0.4723767340183258,0.4729025661945343,0.18498271703720093,0.5084444880485535,0.4841001629829407,-0.18512552976608276,0.488876074552536,0.5848105549812317,0.4882206618785858,0.5327426195144653,0.6210723519325256,-0.21882081031799316,0.4445631206035614,0.6866775155067444,0.7572406530380249,0.4962863028049469,0.7584177851676941,-0.2734697759151459,0.41905462741851807,0.7000516057014465,0.7784425616264343,0.4700707793235779,0.7814807295799255,-0.28399765491485596,0.5297123193740845,0.6963241696357727,0.7408562302589417,0.5921508073806763,0.7766190767288208,-0.41171959042549133
,8,0.5768027901649475,0.26342836022377014,-0.0892568975687027,0.5721109509468079,0.25131532549858093,-0.07732152193784714,0.5714479684829712,0.2515772581100464,-0.07742621749639511,0.570787787437439,0.25189244747161865,-0.07741779088973999,0.5707436203956604,0.2497076690196991,-0.12494348734617233,0.5687406659126282,0.2487163096666336,-0.12493554502725601,0.5639960765838623,0.2477143406867981,-0.12495813518762589,0.5462421178817749,0.25191816687583923,-0.00021595779980998486,0.5357536673545837,0.24599240720272064,-0.2002742737531662,0.5668301582336426,0.2753360867500305,-0.04029488563537598,0.5618814826011658,0.27284976840019226,-0.1054311990737915,0.459207147359848,0.29065555334091187,0.17226068675518036,0.5052281022071838,0.29668596386909485,-0.2973425090312958,0.4966013729572296,0.31773844361305237,0.38016292452812195,0.539751410484314,0.3501790165901184,-0.5360162854194641,0.5297709703445435,0.30662649869918823,0.4938109815120697,0.5706064701080322,0.3333565294742584,-0.6555301547050476,0.5263350605964661,0.30645403265953064,0.5304567813873291,0.5726441144943237,0.3318493068218231,-0.6981912851333618,0.5296244025230408,0.30322110652923584,0.5059478878974915,0.5651581883430481,0.325285941362381,-0.6852412223815918,0.534449577331543,0.30545228719711304,0.49753254652023315,0.5625845193862915,0.32788148522377014,-0.6511693000793457,0.47219547629356384,0.472961962223053,0.18791311979293823,0.5076168775558472,0.48484912514686584,-0.1880900114774704,0.48904356360435486,0.5861654281616211,0.46358877420425415,0.5325082540512085,0.621760368347168,-0.2560611665248871,0.44510310888290405,0.6884470582008362,0.6819857954978943,0.4963414967060089,0.7582154870033264,-0.35135015845298767,0.42003411054611206,0.7024003267288208,0.6960493922233582,0.4699980914592743,0.7818442583084106,-0.3664706349372864,0.5288655161857605,0.7017475366592407,0.6664924621582031,0.5928285121917725,0.7786321043968201,-0.49503716826438904
,9,0.5834674835205078,0.2651280164718628,-0.11813090741634369,0.5814087390899658,0.2526516616344452,-0.09885059297084808,0.5819907188415527,0.2528969943523407,-0.09891784191131592,0.5825135111808777,0.2531968951225281,-0.09892020374536514,0.5756491422653198,0.250964492559433,-0.14850302040576935,0.5714346170425415,0.249895378947258,-0.14850889146327972,0.5661699771881104,0.24881000816822052,-0.14854566752910614,0.5572476983070374,0.2530447244644165,0.010622469708323479,0.5358829498291016,0.2461235076189041,-0.200686976313591,0.5724149346351624,0.2767852246761322,-0.0591789074242115,0.5636535286903381,0.27424487471580505,-0.12728926539421082,0.476287841796875,0.29219910502433777,0.19797267019748688,0.5017092823982239,0.2981419265270233,-0.29251500964164734,0.5084191560745239,0.3187558054924011,0.3811390995979309,0.504448413848877,0.35010918974876404,-0.5635683536529541,0.5326286554336548,0.3057199716567993,0.4968900978565216,0.539272129535675,0.34863999485969543,-0.7229557633399963,0.5272195339202881,0.3048419952392578,0.5307050347328186,0.5412057638168335,0.35300424695014954,-0.7699307203292847,0.5309757590293884,0.30239298939704895,0.5097566246986389,0.5430086851119995,0.3463740646839142,-0.7498685717582703,0.5357720255851746,0.3048039376735687,0.5003006458282471,0.5398643016815186,0.3466198146343231,-0.7159336805343628,0.4806031286716461,0.473337858915329,0.19053277373313904,0.5076526999473572,0.48488712310791016,-0.19069525599479675,0.4901650846004486,0.5869891047477722,0.46320605278015137,0.5323946475982666,0.6216186285018921,-0.2562895715236664,0.44519996643066406,0.6884161829948425,0.6678289175033569,0.4964018762111664,0.7581488490104675,-0.337084025144577,0.4202176332473755,0.7023488879203796,0.6808405518531799,0.4699241518974304,0.7818098664283752,-0.3504984378814697,0.5271037220954895,0.7040191292762756,0.6478587985038757,0.593034029006958,0.7796975374221802,-0.4822021424770355
