0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0.554960310459137,0.5498090386390686,0.5495022535324097,0.5490477085113525,0.5469160079956055,0.5446666479110718,0.5425776243209839,0.5458086133003235,0.5537480115890503,0.5552005171775818,0.5577734708786011,0.5212072134017944,0.6381263136863708,0.4946686327457428,0.592793345451355,0.5659295320510864,0.545896053314209,0.5824615359306335,0.5446640253067017,0.597749650478363,0.5222605466842651,0.5965568423271179,0.5170695781707764,0.5459420680999756,0.6130146980285645,0.5257640480995178,0.5940501689910889,0.5112864971160889,0.5678963661193848,0.49256274104118347,0.5704875588417053,0.47560563683509827,0.5609170794487
0.2924748361110687,0.28084614872932434,0.2819407880306244,0.28325894474983215,0.28008735179901123,0.2806835472583771,0.28146177530288696,0.2941850423812866,0.2932482361793518,0.30928662419319153,0.30759093165397644,0.37647488713264465,0.3684854507446289,0.4922080934047699,0.4485790729522705,0.524988055229187,0.43793049454689026,0.5342777371406555,0.4358099400997162,0.5261043906211853,0.4266813397407532,0.5228513479232788,0.429798424243927,0.5956661105155945,0.6014790534973145,0.7272893190383911,0.7584647536277771,0.852801501750946,0.9108227491378784,0.9102142453193665,0.9335409998893738,0.895032525062561,0.9227360486984253
0.0278154406696558,-0.02213941141963005,-0.02227051742374897,-0.022323401644825935,-0.010580791160464287,-0.010608796961605549,-0.010822707787156105,-0.14567701518535614,-0.09823932498693466,-0.003124153008684516,0.01170171145349741,-0.1428803652524948,-0.0929894968867302,-0.11998666077852249,-0.04923921823501587,-0.0866876021027565,-0.0025863805785775185,-0.09813009947538376,-0.004213745705783367,-0.12623031437397003,-0.02107066661119461,-0.09757686406373978,-0.011212392710149288,-0.005423860624432564,0.0053684525191783905,0.16867348551750183,0.13608981668949127,0.3160054087638855,0.2615306079387665,0.320934921503067,0.27010321617126465,0.2496553361415863,0.18457762897014618
0.5548995137214661,0.5495986342430115,0.5493524074554443,0.5487909317016602,0.5455595850944519,0.5423458814620972,0.5388223528862,0.5465517640113831,0.5422179102897644,0.5577521920204163,0.5577138662338257,0.5493947863578796,0.6116170883178711,0.5716887712478638,0.556832492351532,0.6133847832679749,0.5135341286659241,0.6251392364501953,0.5119361281394958,0.6287184953689575,0.49153488874435425,0.6253699660301208,0.49017471075057983,0.5469343662261963,0.5999884605407715,0.5419538617134094,0.5938036441802979,0.5099319219589233,0.5679795742034912,0.49253684282302856,0.5728520750999451,0.4770202934741974,0.5742521286010742
0.28990527987480164,0.2762860357761383,0.2769486904144287,0.2777310907840729,0.2759092450141907,0.2763230502605438,0.27689510583877563,0.28548458218574524,0.2853406071662903,0.3060690462589264,0.3054523169994354,0.3659406900405884,0.3528047800064087,0.47939133644104004,0.4171859323978424,0.5175124406814575,0.39724665880203247,0.528640866279602,0.3919452130794525,0.5182070136070251,0.38300544023513794,0.5144695043563843,0.38768270611763,0.5955058932304382,0.59888756275177,0.7257776856422424,0.742416262626648,0.8525077104568481,0.8992322683334351,0.8835464715957642,0.9336725473403931,0.8817436099052429,0.9295822381973267
-0.1216893121600151,-0.1532648354768753,-0.15335597097873688,-0.15334127843379974,-0.1444477140903473,-0.14452749490737915,-0.14482459425926208,-0.18064779043197632,-0.14543063938617706,-0.11606151610612869,-0.10491185635328293,-0.14021266996860504,-0.10870684683322906,-0.11799202114343643,-0.04543038830161095,-0.15054070949554443,0.06841627508401871,-0.15810126066207886,0.08145197480916977,-0.18478605151176453,0.06144037842750549,-0.15964296460151672,0.061025917530059814,0.00774466572329402,-0.007952003739774227,0.18754622340202332,0.10075558722019196,0.36516278982162476,0.23290900886058807,0.3737872540950775,0.24243596196174622,0.2899727523326874,0.13440319895744324
0.5728827714920044,0.5637791156768799,0.5631182789802551,0.5580587983131409,0.5603453516960144,0.556861937046051,0.5533705949783325,0.549866259098053,0.5835965275764465,0.5726858973503113,0.5755118727684021,0.5020707249641418,0.6442185640335083,0.5131431818008423,0.6036468148231506,0.6124597191810608,0.5886907577514648,0.6154199242591858,0.5910978317260742,0.6258440017700195,0.5669741630554199,0.6213682293891907,0.563664436340332,0.5426062941551208,0.6178606152534485,0.5405067801475525,0.6239768266677856,0.5040018558502197,0.5897715091705322,0.48251304030418396,0.5740106105804443,0.48932358622550964,0.6268447637557983
0.2890203595161438,0.27597659826278687,0.27684494853019714,0.27789005637168884,0.27521124482154846,0.2754596173763275,0.27601519227027893,0.28585460782051086,0.28766757249832153,0.304554283618927,0.3046918213367462,0.3670620322227478,0.3538699150085449,0.48025256395339966,0.41473421454429626,0.5176591873168945,0.36494868993759155,0.5289164185523987,0.34890642762184143,0.5192852020263672,0.3431331217288971,0.5167255997657776,0.3513590693473816,0.5940043926239014,0.6017789244651794,0.7268036007881165,0.7696507573127747,0.8524643182754517,0.9094007611274719,0.8833774328231812,0.9438164830207825,0.8721281886100769,0.9404687881469727
-0.06394915282726288,-0.11061326414346695,-0.11077485978603363,-0.11079657822847366,-0.09639810025691986,-0.0964510515332222,-0.09663718193769455,-0.1429343968629837,-0.1862962245941162,-0.0904778242111206,-0.0671822801232338,-0.06077003479003906,-0.23718006908893585,-0.004263149108737707,-0.4274754822254181,0.015528383664786816,-0.571026086807251,0.017051558941602707,-0.6087067127227783,-0.017089741304516792,-0.5948174595832825,0.0035849474370479584,-0.5724634528160095,0.09092627465724945,-0.09102439880371094,0.32662123441696167,0.0691269263625145,0.5522024035453796,0.23743008077144623,0.5651267170906067,0.24313360452651978,0.4956914186477661,0.1456877887248993
0.5983810424804688,0.5836960673332214,0.5843278765678406,0.5847234129905701,0.5797956585884094,0.5772014856338501,0.5757281184196472,0.5696857571601868,0.5994413495063782,0.6035393476486206,0.618912398815155,0.5033174157142639,0.6579086184501648,0.5070879459381104,0.6276859045028687,0.6047059297561646,0.6128642559051514,0.6139271259307861,0.6147566437721252,0.6291325092315674,0.5984000563621521,0.6262515187263489,0.5868536233901978,0.5398736596107483,0.630252480506897,0.5383870005607605,0.6452394127845764,0.4983483552932739,0.5960893630981445,0.47243088483810425,0.5743075609207153,0.5003134608268738,0.6563414931297302
